    customer_id,tenure_months,monthly_charges,usage_drop_pct,support_tickets,days_since_last_purchase,contract_type,payment_method,churn
    CUST-11785,46,111.94,0.53,5,100,Month-to-Month,Bank Transfer,1
    CUST-11786,19,107.32,0.16,4,95,Month-to-Month,Bank Transfer,1
    CUST-11787,68,45.5,0.61,1,82,Two-Year,Electronic Check,1
    CUST-11788,42,107.29,0.44,0,116,Two-Year,Bank Transfer,1
    CUST-11789,32,52.82,0.1,3,9,Month-to-Month,Credit Card,1
    CUST-11790,39,22.41,0.82,0,90,Month-to-Month,Electronic Check,1
    CUST-11791,36,110.9,0.61,3,2,One-Year,Electronic Check,0
    CUST-11792,36,103.82,0.49,0,96,Month-to-Month,Credit Card,1
    CUST-11793,3,73.41,0.34,2,42,Month-to-Month,Credit Card,1
    CUST-11794,8,88.34,0.12,3,109,Two-Year,Bank Transfer,1
    CUST-11795,70,143.13,0.64,2,70,Month-to-Month,Bank Transfer,1
    CUST-11796,41,97.38,0.73,3,84,One-Year,Credit Card,1
    CUST-11797,68,105.52,0.11,2,72,Month-to-Month,Bank Transfer,0
    CUST-11798,13,28.31,0.45,0,109,Two-Year,Credit Card,1
    CUST-11799,49,41.58,0.44,1,68,One-Year,Bank Transfer,0
    CUST-11800,60,59.12,0.31,2,89,Month-to-Month,Bank Transfer,1
    CUST-11801,2,90.12,0.71,1,31,Month-to-Month,Electronic Check,1
    CUST-11802,60,120.96,0.09,0,19,Month-to-Month,Electronic Check,0
    CUST-11803,5,61.76,0.18,0,71,One-Year,Credit Card,1
    CUST-11804,44,66.33,0.0,0,47,Month-to-Month,Credit Card,0
    CUST-11805,27,53.3,0.34,3,37,Month-to-Month,Credit Card,1
    CUST-11806,32,53.1,0.26,3,94,Month-to-Month,Bank Transfer,1
    CUST-11807,21,143.35,0.78,4,91,Month-to-Month,Electronic Check,1
    CUST-11808,8,102.61,0.67,2,81,Month-to-Month,Electronic Check,1
    CUST-11809,50,40.27,0.08,3,96,One-Year,Credit Card,0
    CUST-11810,67,113.89,0.67,0,19,One-Year,Bank Transfer,0
    CUST-11811,44,113.86,0.61,2,89,Month-to-Month,Credit Card,1
    CUST-11812,58,106.64,0.25,3,93,Two-Year,Electronic Check,1
    CUST-11813,3,37.51,0.01,0,25,Month-to-Month,Electronic Check,0
    CUST-11814,70,73.04,0.1,3,53,One-Year,Electronic Check,0
    CUST-11815,2,33.88,0.22,5,96,One-Year,Electronic Check,1
    CUST-11816,44,126.16,0.73,4,101,Two-Year,Credit Card,1
    CUST-11817,2,105.17,0.42,2,75,Two-Year,Credit Card,1
    CUST-11818,35,85.94,0.83,3,4,One-Year,Credit Card,1
    CUST-11819,30,64.59,0.71,0,46,One-Year,Bank Transfer,1
    CUST-11820,8,43.95,0.26,1,31,One-Year,Electronic Check,0
    CUST-11821,22,33.84,0.76,1,36,Month-to-Month,Credit Card,1
    CUST-11822,44,146.0,0.11,1,4,Month-to-Month,Credit Card,0
    CUST-11823,58,45.95,0.03,3,2,Month-to-Month,Electronic Check,0
    CUST-11824,36,27.78,0.55,1,39,Month-to-Month,Credit Card,1
    CUST-11825,69,145.02,0.31,3,115,One-Year,Bank Transfer,1
    CUST-11826,31,91.36,0.3,1,97,Two-Year,Electronic Check,0
    CUST-11827,47,123.57,0.62,1,44,One-Year,Credit Card,0
    CUST-11828,55,25.69,0.77,1,91,Two-Year,Bank Transfer,1
    CUST-11829,62,93.7,0.29,0,90,Month-to-Month,Credit Card,1
    CUST-11830,30,71.77,0.29,1,19,Two-Year,Electronic Check,0
    CUST-11831,55,120.36,0.48,2,108,Month-to-Month,Electronic Check,1
    CUST-11832,16,25.0,0.59,3,41,Two-Year,Electronic Check,1
    CUST-11833,12,72.22,0.18,3,103,One-Year,Bank Transfer,1
    CUST-11834,17,123.88,0.82,5,97,Two-Year,Electronic Check,1
    CUST-11835,16,87.95,0.59,1,38,Two-Year,Electronic Check,1
    CUST-11836,12,91.51,0.56,3,74,Month-to-Month,Bank Transfer,1
    CUST-11837,8,32.63,0.81,0,65,Month-to-Month,Bank Transfer,1
    CUST-11838,3,37.2,0.82,0,114,Two-Year,Electronic Check,1
    CUST-11839,16,108.01,0.12,5,35,One-Year,Bank Transfer,1
    CUST-11840,30,107.76,0.13,4,11,Two-Year,Bank Transfer,0
    CUST-11841,23,147.28,0.69,1,59,Month-to-Month,Credit Card,1
    CUST-11842,5,112.55,0.86,1,78,Month-to-Month,Credit Card,1
    CUST-11843,65,84.12,0.6,2,70,Month-to-Month,Electronic Check,1
    CUST-11844,30,131.45,0.37,1,43,One-Year,Credit Card,0
    CUST-11845,21,33.58,0.62,2,103,Month-to-Month,Electronic Check,1
    CUST-11846,70,78.41,0.21,4,104,One-Year,Bank Transfer,1
    CUST-11847,22,57.32,0.9,0,89,Month-to-Month,Credit Card,1
    CUST-11848,32,33.6,0.39,2,87,One-Year,Bank Transfer,0
    CUST-11849,33,119.26,0.84,2,118,Two-Year,Credit Card,1
    CUST-11850,16,86.4,0.39,2,5,Month-to-Month,Credit Card,1
    CUST-11851,38,92.38,0.84,2,26,Month-to-Month,Credit Card,1
    CUST-11852,14,73.46,0.3,8,82,One-Year,Bank Transfer,1
    CUST-11853,36,79.84,0.68,1,32,Two-Year,Credit Card,1
    CUST-11854,23,35.08,0.86,4,47,Month-to-Month,Credit Card,1
    CUST-11855,66,107.48,0.58,1,56,One-Year,Credit Card,0
    CUST-11856,2,76.22,0.61,5,85,Two-Year,Bank Transfer,1
    CUST-11857,65,126.18,0.09,1,90,One-Year,Electronic Check,0
    CUST-11858,67,45.52,0.43,3,50,Two-Year,Credit Card,0
    CUST-11859,52,46.66,0.8,1,99,Two-Year,Credit Card,1
    CUST-11860,62,103.95,0.22,1,74,Two-Year,Credit Card,0
    CUST-11861,23,129.98,0.71,2,58,One-Year,Electronic Check,1
    CUST-11862,26,81.39,0.61,1,28,One-Year,Electronic Check,0
    CUST-11863,68,114.5,0.2,3,95,Month-to-Month,Bank Transfer,1
    CUST-11864,55,149.91,0.25,1,79,Month-to-Month,Credit Card,1
    CUST-11865,6,148.73,0.38,3,55,Month-to-Month,Electronic Check,1
    CUST-11866,35,116.76,0.11,1,58,Month-to-Month,Bank Transfer,1
    CUST-11867,22,116.15,0.82,1,40,Month-to-Month,Electronic Check,1
    CUST-11868,43,52.19,0.67,3,117,Month-to-Month,Credit Card,1
    CUST-11869,15,128.36,0.33,1,58,Month-to-Month,Electronic Check,1
    CUST-11870,60,72.66,0.27,1,72,Month-to-Month,Electronic Check,1
    CUST-11871,12,145.06,0.62,5,46,Month-to-Month,Electronic Check,1
    CUST-11872,49,30.59,0.38,1,74,Month-to-Month,Credit Card,1
    CUST-11873,42,76.66,0.21,1,45,Two-Year,Electronic Check,0
    CUST-11874,38,92.26,0.39,2,10,Two-Year,Credit Card,0
    CUST-11875,45,72.67,0.78,5,102,Two-Year,Bank Transfer,1
    CUST-11876,35,47.38,0.06,3,82,One-Year,Credit Card,0
    CUST-11877,30,97.09,0.33,5,48,Month-to-Month,Credit Card,1
    CUST-11878,30,118.27,0.87,2,92,One-Year,Credit Card,1
    CUST-11879,6,103.83,0.01,4,62,One-Year,Credit Card,1
    CUST-11880,67,50.48,0.8,1,28,Month-to-Month,Credit Card,1
    CUST-11881,7,115.11,0.34,2,114,Two-Year,Electronic Check,1
    CUST-11882,52,53.4,0.17,3,20,Month-to-Month,Bank Transfer,0
    CUST-11883,14,42.78,0.01,1,88,One-Year,Credit Card,0
    CUST-11884,15,109.79,0.06,5,70,Month-to-Month,Credit Card,1
    CUST-11885,21,129.56,0.15,0,41,Two-Year,Bank Transfer,0
    CUST-11886,35,82.6,0.02,4,112,Month-to-Month,Credit Card,1
    CUST-11887,66,89.08,0.3,2,96,Month-to-Month,Electronic Check,1
    CUST-11888,2,59.36,0.04,2,6,One-Year,Bank Transfer,0
    CUST-11889,35,84.3,0.62,2,11,Two-Year,Electronic Check,1
    CUST-11890,20,37.16,0.74,4,30,Month-to-Month,Bank Transfer,1
    CUST-11891,10,144.26,0.8,2,3,One-Year,Electronic Check,1
    CUST-11892,25,124.05,0.49,1,72,Month-to-Month,Bank Transfer,1
    CUST-11893,66,106.84,0.85,6,33,Month-to-Month,Bank Transfer,1
    CUST-11894,25,89.97,0.01,0,54,Month-to-Month,Electronic Check,0
    CUST-11895,54,122.98,0.12,1,111,One-Year,Electronic Check,0
    CUST-11896,33,84.32,0.26,4,47,Two-Year,Credit Card,1
    CUST-11897,36,59.0,0.71,4,83,One-Year,Bank Transfer,1
    CUST-11898,14,40.85,0.8,4,10,Month-to-Month,Bank Transfer,1
    CUST-11899,65,104.19,0.56,5,19,Month-to-Month,Bank Transfer,1
    CUST-11900,54,140.83,0.34,5,9,Month-to-Month,Electronic Check,1
    CUST-11901,52,39.97,0.6,3,7,One-Year,Electronic Check,1
    CUST-11902,3,43.4,0.16,1,61,Month-to-Month,Bank Transfer,1
    CUST-11903,41,76.37,0.41,1,14,Month-to-Month,Credit Card,1
    CUST-11904,6,124.9,0.46,3,2,One-Year,Bank Transfer,1
    CUST-11905,25,58.21,0.09,0,22,Two-Year,Bank Transfer,0
    CUST-11906,13,53.01,0.03,3,60,Month-to-Month,Bank Transfer,1
    CUST-11907,8,100.6,0.68,3,45,One-Year,Credit Card,1
    CUST-11908,21,89.63,0.48,3,20,Month-to-Month,Bank Transfer,1
    CUST-11909,68,27.83,0.3,3,26,Month-to-Month,Electronic Check,1
    CUST-11910,25,30.59,0.39,1,59,Two-Year,Credit Card,1
    CUST-11911,68,103.59,0.86,1,119,Month-to-Month,Credit Card,1
    CUST-11912,45,80.47,0.35,1,68,Month-to-Month,Electronic Check,1
    CUST-11913,60,146.23,0.09,4,39,Two-Year,Credit Card,0
    CUST-11914,12,108.21,0.42,2,118,Month-to-Month,Credit Card,1
    CUST-11915,32,21.31,0.58,2,104,One-Year,Credit Card,1
    CUST-11916,13,82.53,0.01,1,23,Month-to-Month,Bank Transfer,1
    CUST-11917,31,73.88,0.3,2,80,Month-to-Month,Electronic Check,1
    CUST-11918,20,33.87,0.35,1,25,Month-to-Month,Electronic Check,1
    CUST-11919,18,140.02,0.42,2,116,Month-to-Month,Electronic Check,1
    CUST-11920,60,124.65,0.27,1,73,Month-to-Month,Credit Card,1
    CUST-11921,63,49.91,0.6,1,53,One-Year,Bank Transfer,0
    CUST-11922,6,53.28,0.85,3,11,Month-to-Month,Bank Transfer,1
    CUST-11923,32,24.16,0.82,2,25,Month-to-Month,Credit Card,1
    CUST-11924,43,58.57,0.6,4,31,Month-to-Month,Bank Transfer,1
    CUST-11925,2,96.0,0.46,1,46,One-Year,Electronic Check,1
    CUST-11926,60,74.71,0.74,1,27,One-Year,Electronic Check,0
    CUST-11927,23,146.0,0.75,1,100,Two-Year,Credit Card,1
    CUST-11928,31,27.29,0.75,0,63,Two-Year,Credit Card,1
    CUST-11929,5,96.89,0.14,1,115,Two-Year,Credit Card,1
    CUST-11930,34,131.58,0.02,1,47,One-Year,Credit Card,0
    CUST-11931,10,82.5,0.88,4,14,One-Year,Electronic Check,1
    CUST-11932,2,20.39,0.86,2,23,Month-to-Month,Credit Card,1
    CUST-11933,11,51.56,0.51,0,16,Month-to-Month,Electronic Check,1
    CUST-11934,50,62.09,0.89,0,20,One-Year,Bank Transfer,0
    CUST-11935,31,145.58,0.69,3,117,Month-to-Month,Bank Transfer,1
    CUST-11936,56,138.53,0.47,2,3,Month-to-Month,Credit Card,0
    CUST-11937,9,143.39,0.35,0,6,Month-to-Month,Electronic Check,1
    CUST-11938,21,127.35,0.53,1,29,Two-Year,Electronic Check,1
    CUST-11939,28,65.71,0.46,0,4,Month-to-Month,Bank Transfer,0
    CUST-11940,62,137.76,0.89,1,65,Month-to-Month,Credit Card,1
    CUST-11941,7,147.62,0.44,0,114,One-Year,Credit Card,1
    CUST-11942,16,65.51,0.75,2,8,Month-to-Month,Bank Transfer,1
    CUST-11943,4,53.87,0.73,4,48,Two-Year,Credit Card,1
    CUST-11944,4,91.1,0.06,4,84,One-Year,Bank Transfer,1
    CUST-11945,40,44.33,0.08,2,16,Month-to-Month,Bank Transfer,0
    CUST-11946,17,24.24,0.59,2,47,One-Year,Electronic Check,1
    CUST-11947,52,142.96,0.23,3,31,Month-to-Month,Bank Transfer,1
    CUST-11948,52,140.35,0.59,5,96,One-Year,Bank Transfer,1
    CUST-11949,36,41.15,0.13,1,98,Month-to-Month,Bank Transfer,1
    CUST-11950,38,73.01,0.36,2,29,Month-to-Month,Bank Transfer,1
    CUST-11951,50,128.03,0.09,1,76,Month-to-Month,Credit Card,1
    CUST-11952,63,105.93,0.25,3,68,Two-Year,Electronic Check,0
    CUST-11953,63,71.32,0.08,1,119,One-Year,Electronic Check,0
    CUST-11954,62,116.74,0.87,0,43,Two-Year,Credit Card,1
    CUST-11955,7,136.62,0.36,0,34,One-Year,Credit Card,0
    CUST-11956,27,140.4,0.81,1,6,One-Year,Credit Card,1
    CUST-11957,14,69.25,0.87,3,49,Month-to-Month,Credit Card,1
    CUST-11958,71,42.56,0.82,1,60,One-Year,Electronic Check,0
    CUST-11959,5,138.67,0.41,0,51,Month-to-Month,Electronic Check,1
    CUST-11960,55,32.03,0.7,3,9,Two-Year,Electronic Check,1
    CUST-11961,2,113.82,0.14,2,5,One-Year,Electronic Check,0
    CUST-11962,62,38.26,0.09,1,110,Two-Year,Credit Card,0
    CUST-11963,21,70.62,0.79,3,64,One-Year,Bank Transfer,1
    CUST-11964,21,73.5,0.03,0,16,Month-to-Month,Bank Transfer,0
    CUST-11965,10,40.64,0.88,2,59,Month-to-Month,Credit Card,1
    CUST-11966,58,139.95,0.6,0,56,One-Year,Credit Card,0
    CUST-11967,39,20.35,0.38,1,65,Month-to-Month,Electronic Check,1
    CUST-11968,5,136.2,0.13,4,84,Month-to-Month,Bank Transfer,1
    CUST-11969,65,134.9,0.65,2,35,Month-to-Month,Electronic Check,1
    CUST-11970,13,61.21,0.51,0,10,Month-to-Month,Bank Transfer,1
    CUST-11971,53,111.56,0.64,4,89,Month-to-Month,Electronic Check,1
    CUST-11972,45,52.87,0.38,1,47,Two-Year,Bank Transfer,0
    CUST-11973,32,118.64,0.06,3,119,Month-to-Month,Electronic Check,1
    CUST-11974,36,92.95,0.28,1,92,Month-to-Month,Electronic Check,1
    CUST-11975,60,59.03,0.28,6,35,One-Year,Credit Card,0
    CUST-11976,11,72.03,0.01,2,62,Month-to-Month,Electronic Check,1
    CUST-11977,63,109.69,0.01,3,33,One-Year,Bank Transfer,0
    CUST-11978,21,137.79,0.3,1,109,Month-to-Month,Electronic Check,1
    CUST-11979,52,36.99,0.65,1,15,Month-to-Month,Electronic Check,1
    CUST-11980,55,94.28,0.56,2,85,Month-to-Month,Credit Card,1
    CUST-11981,26,52.98,0.22,1,106,One-Year,Bank Transfer,0
    CUST-11982,68,124.18,0.54,1,35,Month-to-Month,Credit Card,1
    CUST-11983,34,29.13,0.58,1,114,Two-Year,Electronic Check,1
    CUST-11984,52,109.56,0.47,6,115,Two-Year,Bank Transfer,1
    CUST-11985,52,42.74,0.47,2,117,One-Year,Electronic Check,1
    CUST-11986,29,97.53,0.33,1,101,Month-to-Month,Electronic Check,1
    CUST-11987,38,128.64,0.11,2,10,Month-to-Month,Bank Transfer,0
    CUST-11988,42,118.16,0.35,0,80,Month-to-Month,Credit Card,1
    CUST-11989,21,117.88,0.31,2,20,Month-to-Month,Credit Card,1
    CUST-11990,42,87.32,0.53,2,114,Two-Year,Credit Card,1
    CUST-11991,13,135.8,0.77,1,8,Month-to-Month,Electronic Check,1
    CUST-11992,64,96.45,0.34,1,109,Month-to-Month,Bank Transfer,1
    CUST-11993,17,139.28,0.64,3,95,Two-Year,Bank Transfer,1
    CUST-11994,9,91.05,0.73,1,8,Month-to-Month,Credit Card,1
    CUST-11995,41,85.78,0.19,3,13,Month-to-Month,Credit Card,1
    CUST-11996,1,48.91,0.81,3,88,Two-Year,Electronic Check,1
    CUST-11997,2,90.82,0.06,1,76,Month-to-Month,Bank Transfer,1
    CUST-11998,60,38.28,0.81,3,109,One-Year,Credit Card,1
    CUST-11999,48,133.06,0.15,2,59,Month-to-Month,Electronic Check,1
    CUST-12000,29,107.87,0.3,3,81,One-Year,Electronic Check,1
    CUST-12001,10,149.17,0.54,0,47,Month-to-Month,Credit Card,1
    CUST-12002,58,31.97,0.82,2,60,One-Year,Bank Transfer,1
    CUST-12003,60,51.29,0.23,3,41,Month-to-Month,Credit Card,0
    CUST-12004,21,134.03,0.69,4,52,Month-to-Month,Electronic Check,1
    CUST-12005,28,71.38,0.64,1,100,Month-to-Month,Electronic Check,1
    CUST-12006,34,80.62,0.14,1,76,Month-to-Month,Electronic Check,1
    CUST-12007,8,131.88,0.43,1,54,Two-Year,Credit Card,1
    CUST-12008,59,87.84,0.43,6,36,One-Year,Bank Transfer,1
    CUST-12009,49,45.15,0.27,2,77,Month-to-Month,Credit Card,1
    CUST-12010,17,135.96,0.7,3,99,Month-to-Month,Credit Card,1
    CUST-12011,60,24.04,0.83,1,69,Two-Year,Credit Card,1
    CUST-12012,45,136.4,0.64,0,13,One-Year,Credit Card,0
    CUST-12013,69,26.57,0.88,1,110,Month-to-Month,Electronic Check,1
    CUST-12014,32,106.56,0.05,3,72,Two-Year,Bank Transfer,0
    CUST-12015,44,29.32,0.03,1,119,One-Year,Electronic Check,0
    CUST-12016,65,111.81,0.8,2,11,Month-to-Month,Electronic Check,1
    CUST-12017,8,24.42,0.81,4,8,Month-to-Month,Bank Transfer,1
    CUST-12018,43,129.52,0.1,2,31,Two-Year,Credit Card,0
    CUST-12019,1,80.57,0.32,1,62,Month-to-Month,Credit Card,1
    CUST-12020,51,32.15,0.75,5,12,One-Year,Credit Card,1
    CUST-12021,24,111.89,0.12,1,11,Month-to-Month,Bank Transfer,1
    CUST-12022,24,83.61,0.24,1,17,One-Year,Credit Card,0
    CUST-12023,17,44.82,0.61,5,27,Month-to-Month,Bank Transfer,1
    CUST-12024,5,22.04,0.88,1,77,Month-to-Month,Credit Card,1
    CUST-12025,20,74.34,0.72,0,100,One-Year,Bank Transfer,1
    CUST-12026,21,31.13,0.7,0,13,Two-Year,Electronic Check,0
    CUST-12027,58,32.24,0.31,0,105,One-Year,Bank Transfer,0
    CUST-12028,31,54.75,0.6,1,86,Month-to-Month,Bank Transfer,1
    CUST-12029,11,101.96,0.1,2,110,Month-to-Month,Electronic Check,1
    CUST-12030,52,88.89,0.89,2,44,Month-to-Month,Bank Transfer,1
    CUST-12031,15,28.97,0.43,1,58,One-Year,Bank Transfer,1
    CUST-12032,7,145.9,0.57,1,88,One-Year,Credit Card,1
    CUST-12033,28,135.33,0.79,1,30,One-Year,Bank Transfer,1
    CUST-12034,51,53.7,0.0,1,13,One-Year,Bank Transfer,0
    CUST-12035,58,35.9,0.88,1,8,Month-to-Month,Credit Card,1
    CUST-12036,5,142.51,0.32,1,69,Month-to-Month,Electronic Check,1
    CUST-12037,5,79.95,0.31,1,107,Month-to-Month,Electronic Check,1
    CUST-12038,8,60.45,0.13,1,64,Month-to-Month,Bank Transfer,1
    CUST-12039,64,83.75,0.77,1,52,Month-to-Month,Electronic Check,1
    CUST-12040,10,120.46,0.78,1,6,One-Year,Credit Card,1
    CUST-12041,38,41.89,0.02,3,71,Month-to-Month,Bank Transfer,1
    CUST-12042,8,119.77,0.05,2,54,Month-to-Month,Bank Transfer,1
    CUST-12043,25,117.43,0.83,1,22,Month-to-Month,Bank Transfer,1
    CUST-12044,66,90.12,0.11,1,63,Month-to-Month,Electronic Check,0
    CUST-12045,50,132.56,0.56,1,94,One-Year,Electronic Check,1
    CUST-12046,67,37.18,0.56,2,79,One-Year,Electronic Check,0
    CUST-12047,49,97.41,0.78,1,37,One-Year,Electronic Check,0
    CUST-12048,36,78.41,0.52,3,56,Month-to-Month,Electronic Check,1
    CUST-12049,68,74.9,0.39,3,41,Month-to-Month,Credit Card,1
    CUST-12050,41,52.83,0.88,3,60,One-Year,Credit Card,1
    CUST-12051,62,68.4,0.21,1,20,Two-Year,Electronic Check,0
    CUST-12052,10,34.06,0.24,3,95,Month-to-Month,Credit Card,1
    CUST-12053,21,52.71,0.08,0,115,Month-to-Month,Electronic Check,1
    CUST-12054,36,55.36,0.88,0,69,Month-to-Month,Bank Transfer,1
    CUST-12055,12,113.69,0.64,1,45,One-Year,Credit Card,1
    CUST-12056,2,26.31,0.01,0,58,One-Year,Bank Transfer,1
    CUST-12057,13,104.66,0.63,2,76,Two-Year,Electronic Check,1
    CUST-12058,53,48.78,0.36,2,37,One-Year,Credit Card,0
    CUST-12059,32,30.64,0.87,4,94,Month-to-Month,Credit Card,1
    CUST-12060,16,59.1,0.25,2,39,One-Year,Bank Transfer,1
    CUST-12061,32,49.18,0.64,4,3,Two-Year,Electronic Check,1
    CUST-12062,32,91.76,0.56,2,77,One-Year,Credit Card,1
    CUST-12063,11,66.46,0.01,3,75,Month-to-Month,Electronic Check,1
    CUST-12064,10,145.58,0.8,2,74,Month-to-Month,Credit Card,1
    CUST-12065,15,145.26,0.13,2,94,Month-to-Month,Credit Card,1
    CUST-12066,17,77.68,0.6,1,73,Two-Year,Credit Card,1
    CUST-12067,40,123.36,0.7,2,94,One-Year,Credit Card,1
    CUST-12068,18,21.72,0.57,1,93,Two-Year,Electronic Check,1
    CUST-12069,55,91.22,0.09,2,38,Month-to-Month,Electronic Check,0
    CUST-12070,25,116.63,0.88,3,46,Two-Year,Electronic Check,1
    CUST-12071,59,48.2,0.21,3,106,Month-to-Month,Bank Transfer,1
    CUST-12072,22,27.95,0.57,4,49,Month-to-Month,Electronic Check,1
    CUST-12073,30,40.27,0.72,2,34,Month-to-Month,Credit Card,1
    CUST-12074,44,77.44,0.85,1,26,Month-to-Month,Credit Card,1
    CUST-12075,32,85.83,0.54,1,2,Two-Year,Bank Transfer,0
    CUST-12076,51,69.52,0.23,2,56,Month-to-Month,Credit Card,1
    CUST-12077,46,77.2,0.75,3,100,Month-to-Month,Bank Transfer,1
    CUST-12078,21,81.13,0.15,3,7,Two-Year,Electronic Check,0
    CUST-12079,32,120.03,0.02,2,116,One-Year,Bank Transfer,1
    CUST-12080,39,33.68,0.82,3,36,Month-to-Month,Credit Card,1
    CUST-12081,12,119.96,0.52,1,40,Month-to-Month,Bank Transfer,1
    CUST-12082,47,109.52,0.06,5,78,One-Year,Credit Card,1
    CUST-12083,18,116.42,0.52,2,91,Month-to-Month,Electronic Check,1
    CUST-12084,21,115.48,0.13,3,26,Month-to-Month,Bank Transfer,1
    CUST-12085,13,81.18,0.03,4,84,Month-to-Month,Electronic Check,1
    CUST-12086,21,47.48,0.1,1,99,Month-to-Month,Credit Card,1
    CUST-12087,8,89.76,0.7,0,75,One-Year,Credit Card,1
    CUST-12088,46,144.54,0.68,5,90,Two-Year,Credit Card,1
    CUST-12089,7,96.51,0.54,2,99,One-Year,Credit Card,1
    CUST-12090,23,21.44,0.19,2,69,One-Year,Credit Card,1
    CUST-12091,22,27.76,0.67,1,16,One-Year,Credit Card,1
    CUST-12092,22,149.07,0.37,1,75,One-Year,Electronic Check,1
    CUST-12093,29,29.35,0.46,3,97,One-Year,Electronic Check,1
    CUST-12094,13,25.99,0.81,1,9,Two-Year,Electronic Check,1
    CUST-12095,2,65.89,0.41,0,22,One-Year,Electronic Check,0
    CUST-12096,29,146.01,0.56,0,5,Month-to-Month,Bank Transfer,1
    CUST-12097,52,61.43,0.87,3,84,One-Year,Credit Card,1
    CUST-12098,27,73.28,0.41,1,43,Month-to-Month,Bank Transfer,1
    CUST-12099,50,102.43,0.5,1,98,One-Year,Bank Transfer,1
    CUST-12100,23,23.13,0.53,2,30,Two-Year,Credit Card,0
    CUST-12101,44,136.71,0.22,2,74,Month-to-Month,Electronic Check,1
    CUST-12102,22,87.53,0.66,4,101,One-Year,Bank Transfer,1
    CUST-12103,43,80.69,0.65,2,32,Month-to-Month,Credit Card,1
    CUST-12104,37,131.89,0.19,3,88,One-Year,Credit Card,0
    CUST-12105,61,143.9,0.01,1,17,One-Year,Bank Transfer,0
    CUST-12106,56,75.05,0.9,2,108,One-Year,Bank Transfer,1
    CUST-12107,3,42.42,0.52,2,67,Month-to-Month,Electronic Check,1
    CUST-12108,63,126.04,0.16,2,103,Two-Year,Credit Card,0
    CUST-12109,19,72.42,0.26,3,107,Month-to-Month,Credit Card,1
    CUST-12110,23,141.62,0.56,2,107,One-Year,Electronic Check,1
    CUST-12111,29,143.49,0.12,3,26,One-Year,Bank Transfer,0
    CUST-12112,30,34.93,0.03,2,12,One-Year,Credit Card,0
    CUST-12113,39,144.35,0.72,0,37,Month-to-Month,Electronic Check,1
    CUST-12114,25,67.88,0.64,1,42,One-Year,Credit Card,1
    CUST-12115,8,104.01,0.28,4,57,One-Year,Credit Card,1
    CUST-12116,58,24.52,0.05,1,12,Month-to-Month,Bank Transfer,0
    CUST-12117,16,135.55,0.44,7,46,Month-to-Month,Credit Card,1
    CUST-12118,1,103.41,0.25,3,97,Month-to-Month,Bank Transfer,1
    CUST-12119,5,103.66,0.36,2,27,Two-Year,Credit Card,0
    CUST-12120,3,137.28,0.25,2,78,One-Year,Credit Card,1
    CUST-12121,65,86.09,0.16,1,7,One-Year,Credit Card,0
    CUST-12122,4,73.37,0.35,4,106,Two-Year,Electronic Check,1
    CUST-12123,64,132.6,0.87,1,108,Month-to-Month,Bank Transfer,1
    CUST-12124,10,116.51,0.24,3,38,One-Year,Electronic Check,1
    CUST-12125,21,143.37,0.3,2,48,One-Year,Credit Card,0
    CUST-12126,46,142.22,0.3,0,42,Two-Year,Bank Transfer,0
    CUST-12127,27,69.7,0.43,0,116,Month-to-Month,Electronic Check,1
    CUST-12128,66,78.11,0.76,1,108,Month-to-Month,Electronic Check,1
    CUST-12129,41,53.28,0.36,4,27,Month-to-Month,Bank Transfer,1
    CUST-12130,13,105.88,0.73,0,10,Month-to-Month,Bank Transfer,1
    CUST-12131,9,67.39,0.1,4,42,Month-to-Month,Electronic Check,1
    CUST-12132,36,122.19,0.81,2,118,Month-to-Month,Bank Transfer,1
    CUST-12133,58,35.8,0.17,1,58,Month-to-Month,Credit Card,0
    CUST-12134,54,35.13,0.04,3,107,Two-Year,Electronic Check,0
    CUST-12135,12,46.58,0.14,4,41,Two-Year,Bank Transfer,1
    CUST-12136,14,30.96,0.17,1,9,Month-to-Month,Bank Transfer,0
    CUST-12137,34,100.6,0.46,0,108,One-Year,Bank Transfer,1
    CUST-12138,53,39.16,0.4,2,98,Two-Year,Credit Card,1
    CUST-12139,20,40.8,0.64,4,46,Month-to-Month,Electronic Check,1
    CUST-12140,16,21.85,0.05,2,105,Month-to-Month,Credit Card,1
    CUST-12141,70,121.67,0.45,3,93,Month-to-Month,Bank Transfer,1
    CUST-12142,56,125.6,0.3,2,82,Month-to-Month,Electronic Check,1
    CUST-12143,58,41.06,0.57,3,54,One-Year,Bank Transfer,1
    CUST-12144,4,116.14,0.04,1,93,Month-to-Month,Electronic Check,1
    CUST-12145,4,76.36,0.03,2,119,One-Year,Bank Transfer,1
    CUST-12146,20,51.15,0.38,3,94,Month-to-Month,Credit Card,1
    CUST-12147,10,100.78,0.73,2,59,Month-to-Month,Credit Card,1
    CUST-12148,24,43.2,0.6,5,13,Month-to-Month,Electronic Check,1
    CUST-12149,26,118.39,0.02,1,86,Month-to-Month,Credit Card,1
    CUST-12150,37,26.19,0.16,2,16,Two-Year,Electronic Check,0
    CUST-12151,54,144.69,0.2,4,45,Two-Year,Bank Transfer,1
    CUST-12152,21,29.34,0.38,3,32,Month-to-Month,Credit Card,1
    CUST-12153,38,95.33,0.53,1,40,Month-to-Month,Bank Transfer,1
    CUST-12154,46,137.29,0.19,2,90,One-Year,Credit Card,0
